"","connector","x","y","z","skid1","skid2"
"502",6648013,99623.18,123934.44,122000,1028750,992355
"503",6648014,99626.266,122108.27,122000,1028750,992365
"504",6648016,102239.34,120214.11,122000,1584011,1594980
"505",6648018,101662.92,119610,122000,1584011,1594980
"506",6648019,100976.74,119196.41,122000,1584011,1594980
"507",6648023,99497.48,115847.016,122000,1844371,1670599
"508",6648036,99443.21,109331.516,122000,1849438,1645973
"509",6648042,102129.23,100368.36,122000,1849438,1455507
"510",6648043,102218.99,99878.09,122000,1849438,1455507
"511",6648044,100982.51,99470.82,122000,1849438,1645973
"512",6648045,101078.2,99568.45,122000,1849438,1645973
"513",6648065,102275.74,99140.05,122360,1849438,1455507
"514",6648067,102289.74,99437.05,122360,1849438,1455507
"515",6648068,102012.484,98842.51,122360,1849438,1455507
"516",6648077,98922.49,70668.01,122000,1460910,940016
"517",6648081,99100.15,70944.086,122000,940016,1460910
"518",6648082,98291.164,68907.46,122000,940016,1460910
"519",6648088,94003.875,58161.37,122000,1298402,1803068
"520",6648091,97809.81,68355.586,124000,940016,1460810
"521",6648101,100301.61,72016.1,120000,1630897,1460910
"522",6648102,101107,73136.33,120000,1630897,1460910
"523",6648103,100168.33,102737.59,120000,1849438,1455507
"524",6648114,100948.46,101769.36,120480,1849438,1455507
"525",6648115,100973.414,102377.26,120480,1849438,1455507
"526",6648116,100781.26,102971.09,120480,1849438,1455507
"527",6648117,100801.125,103478.625,120480,1849438,1455507
"528",6648123,100862.94,104236.74,120480,1455507,1849438
"529",6648129,100819.69,110448.64,119960,1844371,1454752
"530",6648143,105110.055,122551.27,120040,1844467,1029530
"531",6648174,106838.78,108076.94,118000,1461417,1945932
"532",6648176,103178.99,75818.445,118000,1844480,1634022
"533",6648183,102599.53,74154.07,116680,1460910,1844480
"534",6648206,102655.25,74219.05,118000,1844480,1460810
"535",6648208,102685.63,72879.34,118000,1630897,1460910
"536",6648209,103104.85,73361.44,118000,1630897,1460910
"537",6648212,102996,73896.47,118000,1460910,1630897
"538",6648213,93160.69,56150.082,118000,1298402,1460910
"539",6648214,102933.47,74391.95,115960,1634043,1844513
"540",6648239,108206.62,103973.39,116000,1844524,1455427
"541",6648241,108797.125,104473.11,116000,1844524,1455427
"542",6648263,109482.01,105704.375,115960,1844524,1454752
"543",6648267,108622.58,106623.21,115960,1809524,1461417
"544",6648269,105189.09,113282.43,115960,1792497,1670599
"545",6648270,104856.84,113466.13,115960,1792497,1670599
"546",6648273,105232.586,112407.32,115960,1792497,1461417
"547",6648279,110182.46,98020.01,114000,1844557,1634043
"548",6648281,110081.516,98831.24,114000,1844557,1634043
"549",6648308,110254.1,88481.09,114000,1844570,1455464
"550",6648335,111722.53,87850.24,113120,1455464,1844570
"551",6648349,104451.81,75895.22,114000,1844513,1634043
"552",6648352,101396.18,71061.445,114000,1844596,1633963
"553",6648365,100243,69631.2,114000,1844596,1633963
"554",6648375,100506.92,70624.875,114000,1844596,1633963
"555",6648381,111009.78,87947.445,112000,1844570,1444039
"556",6648389,111214.33,89275.73,112000,1844629,1634106
"557",6648391,111444.29,90583.9,112000,1844635,1634106
"558",6648424,114072.805,99581.055,111960,1843025,1632536
"559",6648433,112940.05,97521.71,110520,1844655,1634069
"560",6648490,117003.04,102239.05,101360,1628605,1844655
"561",6648492,116636.43,101526.33,101360,1628716,1844655
"562",6648493,116147.22,100901.56,101360,1628716,1844655
"563",6648497,115013.57,107862.34,101360,1397762,1844655
"564",6648498,113247.04,101137.19,112000,1840551,1648927
"565",6648508,97835.125,59038.74,110000,1844692,1629188
"566",6648539,102982.27,67204.17,110000,1844596,1633251
"567",6648541,102944.08,68333.44,109960,1844596,1633251
"568",6648542,104405.03,73022.445,110000,1844723,1646847
"569",6648559,111825.47,87633.695,110000,1844635,1648599
"570",6648572,112078.01,88382.164,110000,1844635,1648599
"571",6648573,113978.04,97734.29,110000,1844655,1634069
"572",6648578,114190.54,98018.65,110000,1843025,1634069
"573",6648580,114134.01,98351.984,109960,1843025,1632536
"574",6648581,106816.46,114658.47,110000,1840489,1484968
"575",6648588,103787.1,89616.26,130000,1844758,1625586
"576",6648612,103717.375,90622.43,130120,1849438,1625586
"577",6648616,103150.32,85950.31,132080,1844758,1625586
"578",6648618,103312.414,86036.6,131280,1844758,1625586
"579",6648620,103404,85924.6,131000,1844758,1625586
"580",6648622,103598.84,89679.83,131000,1844758,1625586
"581",6648623,103977.46,85960.84,130720,1844758,1625586
"582",6648624,104037.164,88214.33,130720,1844758,1625586
"583",6648630,103515.1,90624.77,129480,1849438,1625586
"584",6648633,102889.125,90381.11,128680,1849438,1625586
"585",6648638,103536.9,91617.82,133440,1844758,1625586
"586",6648641,102852.734,79185.23,126320,1630892,1625884
"587",6648643,103060.92,79865.52,126320,1630892,1625884
"588",6648644,101685.47,76303.28,125440,1630892,1625884
"589",6648645,101397.25,75953.23,125200,1630892,1625884
"590",6648646,101018.27,75059.46,125200,1630892,1625884
"591",6648647,100801.06,74660.8,125200,1630892,1625884
"592",6648648,97624.63,68182.58,125960,939698,1625884
"593",6648657,90194.48,60446.215,131840,1630857,1625586
"594",6648659,90727.11,60805.65,131320,1630857,1625586
"595",6648660,89075.16,59759.02,131320,1630857,1625586
"596",6648661,91639.03,61511.742,131040,1630857,1625586
"597",6648662,93505.055,62959.582,130680,1630857,1625586
"598",6648663,92719.05,62305.953,130480,1630857,1625586
"599",6648664,97610.23,65583.3,116640,1461015,1634001
"600",6648666,97311.234,65551.5,116360,1461015,1634001
"601",6648667,97035.19,65651.25,116360,1298402,1634001
"602",6648668,97681.58,66243.75,116120,1461015,1633963
"603",6648670,97108.24,65578.945,115000,1461015,1634001
"604",6648676,83365.5,49475.824,114760,1844870,1583199
"605",6648690,80871.74,52235.05,120760,1345883,1583199
"606",6648694,79147.25,50937.812,120760,1345883,1484840
"607",6648704,102236.305,71196.734,101200,1844890,1633987
"608",6648745,100361.766,66505.4,99080,1399726,1647512
"609",6648753,98662.51,58124.145,93800,1647016,1647512
"610",6648759,107728.35,67120.266,85360,1844915,1626051
"611",6648771,106906.34,65484.13,85680,1844915,1626051
"612",6648775,95046.805,94318.445,86280,1399532,1601839
"613",6648777,95087.555,94934.36,86280,1399532,1601839
"614",6648784,104327.445,97819.19,95840,1934327,1649265
"615",6648789,110069.11,120197.695,84600,1690770,1630186
"616",6648795,110154.1,120015.38,84920,1690770,1630186
"617",6648800,108906.86,121239.45,90440,555503,1630186
"618",6648803,105961.65,125374.66,99840,555130,1647206
"619",6648809,105176.25,124749.62,101880,1856065,1630112
"620",6648826,104240.91,126686.84,105480,1647206,555130
"621",6659990,37736.46,67811.39,40000,1848205,1409196
"622",6670672,102272.234,74270.85,40000,1842837,1583499
"623",6670704,103626.52,91906.36,40040,1741040,1405261
"624",6670705,103484.37,92083.3,40040,1583324,1741040
"625",6670711,102774.555,88639.414,40040,1405261,1583324
"626",6670732,35324.105,78215,42000,1851029,1404341
"627",6670734,34621.55,79660.96,42000,1404341,1595935
"628",6670735,104362.664,93977.195,42000,1976800,1583644
"629",6670737,102386.05,96032.1,42000,1405261,1583324
"630",6670738,95107.61,108108.945,42000,1546352,1568903
"631",6670739,96153.414,108443.18,42080,1568903,1546352
"632",6670755,97821.32,108411.14,43960,1277150,1546352
"633",6670756,64508.61,115957.11,43960,1851060,1798084
"634",6670761,57571.195,121952.57,43920,1308387,1395670
"635",6670764,59477.2,124052.83,43960,1113608,1583795
"636",6670767,58623.594,123288.69,43960,1549338,1851097
"637",6670773,59001.38,123524.92,43880,1549338,1583795
"638",6670781,25770.574,91408.766,46000,1603943,1603906
"639",6671068,68889.9,128423.38,46000,1851169,1594643
"640",6671070,68660.14,128761.11,45760,1594643,1851169
"641",6671072,69016.84,129235.49,45760,1851169,1594643
"642",6671089,70046.13,130327.445,45480,1594456,1851169
"643",6671334,44241.777,107701.99,48000,2156938,1603906
"644",6671336,96343.02,109072.93,48000,1546352,1568903
"645",6671337,96674.266,109716.58,48000,1546352,1568903
"646",6671338,99035.04,107332.695,48120,1589082,1546352
"647",6671339,99515.77,108683.22,48120,1546352,1589082
"648",6671341,101773.2,103161.445,48000,1416695,1848690
"649",6671342,102009.96,102961.68,48000,1851228,1416695
"650",6671345,102311.266,102783.89,48000,1851228,1568924
"651",6671347,102312.31,102959.84,48040,1836036,1851228
"652",6671355,101684.586,104594.41,48040,1568912,1959415
"653",6671356,101460.55,103224.15,47840,1741040,1416695
"654",6671391,101468.42,100436.63,44680,1568924,1741040
"655",6671425,100876.96,110775.02,48000,1851228,1544834
"656",6671426,100882.5,109416.36,48000,1405336,1851228
"657",6671429,101120.766,108611.52,48000,1851228,1405336
"658",6671430,101227.03,108086.12,48000,1851228,1405336
"659",6671431,101246.234,107654.336,48000,1851228,1405336
"660",6671432,100849.5,113680.61,47960,502616,1841508
"661",6671450,53259.773,115427.69,48000,1851280,593488
"662",6671452,51405.766,115992.53,48000,1593058,1979704
"663",6671474,56049.17,117191.945,48000,1308387,1420398
"664",6671481,56418.9,117336.29,48000,1851280,1356912
"665",6671483,60394.473,121594.24,48040,1851309,1593671
"666",6671489,61247.176,121822.32,48280,1593671,1851309
"667",6671491,61289.42,122141.375,48280,1593671,1851309
"668",6671504,61503.21,120557.68,49440,1409196,1851309
"669",6671559,68371.96,123691.98,48000,1843938,1409196
"670",6671561,71821.05,128561.53,47960,1203965,1583795
"671",6671563,73600.35,130646.34,47960,1748515,1594382
"672",6671565,74125.32,131172.31,47960,1748515,1594382
"673",6671579,72727.73,129437.055,48000,1748515,1583795
"674",6671598,76480.72,131254.06,48120,1763010,1594456
"675",6671616,76713.44,129278.15,48000,1762999,1594523
"676",6671617,77005.36,129363.83,48000,1762999,1594523
"677",6671618,78147.92,128250.03,48040,1762991,1594570
"678",6671640,83712.54,127562.92,48000,1594570,1657254
"679",6671642,84031.8,127734.48,48000,1657254,1594570
"680",6671644,85495.516,128544.63,48000,1594523,1770695
"681",6671648,85211.3,129137.53,48000,1770695,1594456
"682",6671658,82972.61,129825,48320,1594456,1770683
"683",6671659,84970.4,128892.18,48320,1770695,1594456
"684",6671672,90948.66,122860.53,48000,1551660,1583324
"685",6671681,91682.234,122127.195,48000,1583795,1551660
"686",6671685,88990.53,125139.9,48000,1844176,1594382
"687",6671702,90392.32,124726.19,47480,1594382,1551660
"688",6671704,87630.87,126502.586,48040,1204576,1594456
"689",6671792,76406.87,131313.69,48040,1763010,1594456
"690",6671794,77815.625,131094.45,48040,1763010,1594456
"691",6671797,80206.05,130918.44,48040,1657254,1594523
"692",6671819,53160.45,110418.99,48000,1404314,1395670
"693",6671836,52486.812,110086.97,47240,1568469,1404341
"694",6672583,57534.48,118568.01,48000,1851280,1356912
"695",6672585,59556.54,120911.6,48000,1851280,1395670
"696",6672587,62721.363,121692.23,48000,1843938,1593671
"697",6672590,61988.383,122418.35,48000,1593894,1150049
"698",6672600,61529.98,122182.37,47880,1593894,1113608
"699",6672606,73364.98,130153.77,48000,1748515,1594382
"700",6672607,87025.54,127158.586,47880,1770695,1594456
"701",6672609,86712.93,127485.47,47880,1770695,1594456
"702",6672610,80687.1,127688.09,50000,1404405,1404400
"703",6672611,73003.4,127903.914,49960,1970923,1409196
"704",6672624,72338.89,126225.6,50000,1851700,1409196
"705",6672630,61545.445,119998.88,50080,1595786,1851309
"706",6672631,61226.36,120066.9,50080,1595786,1851309
"707",6672633,61823,120046.64,50000,1595786,1851309
"708",6672635,62846.92,120087.3,50000,1843938,1595786
"709",6672639,63549.97,119936.35,50000,1843938,1595786
"710",6672640,57525.996,117105.53,50000,1568526,1368008
"711",6672641,56728.062,117226.016,50000,1568526,1356912
"712",6672642,52613.293,116739.016,49960,593488,1979704
"713",6672653,55676.785,117115.55,48800,1308387,1420398
"714",6672667,55614.18,117078.74,48360,1308387,1420398
"715",6672668,55818.938,117323.945,48360,1308387,1420398
"716",6672671,55991.83,117343.08,47960,1308387,1420398
"717",6672709,55155.52,117046.31,50120,1308387,1395717
"718",6672714,57209.934,118973.18,50000,1851280,1356912
"719",6672737,51884.09,116874.37,50000,1851280,593488
"720",6672738,55315.582,117138.6,49920,1308387,1568526
"721",6672741,54777.504,116634.99,50000,1851280,1395717
"722",6672742,55110.492,116947.14,50000,1851280,1395717
"723",6672743,55732.023,117336.25,50000,1851280,1420398
"724",6672744,55916.152,117574.49,50000,1851280,1356912
"725",6672745,61512.93,120113.516,49800,1595786,1851309
"726",6672751,57997.957,119412.27,50000,1851280,1368008
"727",6672763,73957.99,126874.06,50320,1934793,1409196
"728",6673022,86033.88,70228.22,50000,1851832,1405233
"729",6673024,100829.766,77048.484,50000,1584240,1352396
"730",6673025,101096.32,74993.28,50000,1851841,1352396
"731",6673030,101009.1,74696.695,50000,1851841,1352396
"732",6673031,101859.484,78147.16,50000,1851841,1352396
"733",6673032,100931.44,66858.73,50000,1851852,1559104
"734",6673034,101138.69,57419.223,50000,1851859,944377
"735",6673036,104754.25,103972.91,50000,1851228,1405464
"736",6673042,103400.39,103945.3,50000,1851228,1416695
"737",6673043,102574.35,104394.3,50000,1851228,1416695
"738",6673044,102275.1,104674.016,50000,1851228,1276831
"739",6673045,102355.43,107939.56,50000,1851228,1589082
"740",6673047,94846.74,113646.766,50000,1273303,1583644
"741",6674181,88422.72,123518.66,49960,1844176,1583795
"742",6674196,87904.35,124980.555,49720,1844176,1583795
"743",6674197,88082.36,124751.25,49720,1844176,1583795
"744",6674201,87729.51,125504.28,49440,1844176,1594456
"745",6674208,88304.32,121336.984,50000,1852340,1583738
"746",6674210,91448.414,116338.625,50000,1852347,1583644
"747",6674214,89839,117959.336,50000,1852347,1583499
"748",6674215,87439.6,124412.47,50000,1852340,1583795
"749",6674217,82765.48,129528.84,50000,1652042,1594382
"750",6674225,83011.02,130305.95,49960,1391745,1652042
"751",6674230,82562.234,130334.3,49960,1594382,1652042
"752",6674231,77901.68,131636.66,49960,1852382,1594382
"753",6674259,77343.99,131290.9,49960,1594382,1852382
"754",6674260,79197.9,131527.5,49960,1594382,1852382
"755",6674261,85066.68,128595.49,49960,2141674,1583324
"756",6674263,85458.62,128432.78,49960,2141674,1583324
"757",6674268,103648.94,55823.062,52000,1852410,944377
"758",6674271,103600.65,56112.926,52000,1852410,944377
"759",6674272,103532.76,57040.695,52000,1339663,1852410
"760",6674273,103573.01,57439.45,52000,1852410,1339663
"761",6674274,103534.3,59235.83,52000,1339712,1559104
"762",6674326,107300.7,55789.363,54920,1372508,1559104
"763",6674328,107573.414,55949.367,54680,1339705,1303054
"764",6674345,103892.56,59559.53,52000,1852410,1559104
"765",6674347,103931.52,59946.98,52000,1852410,1559104
"766",6674351,90634.07,89295.3,52000,1852465,1653210
"767",6674353,90618.47,89535.95,52000,1653210,1852465
"768",6674355,103849.62,94656.07,52000,1352396,1852478
"769",6674363,32832.387,97662.46,52000,1852506,1404314
"770",6674365,32518.824,97352.02,52000,1852506,1404314
"771",6674366,32277.094,97086.57,52000,1852506,1404314
"772",6674367,32096.389,96765.75,52000,1852506,1404314
"773",6674368,31987.312,96344.89,52000,1852506,1404314
"774",6674369,31227.352,95543.33,52000,1852506,1404314
"775",6674370,33609.066,98936.92,52000,1852506,1404314
"776",6674371,35420.023,99857.58,52000,1852506,1404314
"777",6674372,34684.02,99357.43,52000,1852506,1404314
"778",6674397,37001.73,100493.64,52000,1852544,1852518
"779",6674450,38304.41,101406,52000,1852544,1592834
"780",6674455,53435.848,111069.52,52000,1852553,1404314
"781",6674457,53618.895,111352.805,52000,1404314,1852553
"782",6674458,53879.13,111654.11,52000,1852553,1404314
"783",6674460,54773.355,118117.16,52080,1769545,593488
"784",6674461,55768.195,117913.13,52080,1769545,592728
"785",6674507,56839.8,118466.15,52000,1852575,1395717
"786",6674513,57591.098,120008.1,52000,1356912,1852575
"787",6674516,58130.2,120322.17,52000,1356912,1852575
"788",6674518,58722.68,120344.92,52000,1368008,1852575
"789",6674519,63967.76,118856.57,52000,1852588,1568505
"790",6674524,65133.78,118859.11,52000,1568469,1852588
"791",6674526,65724.85,118825.79,52000,1568469,1852588
"792",6674527,75452.59,124463.99,51960,1853643,1583738
"793",6674529,83497.49,123860.73,51920,1583738,1606125
"794",6674530,84746.89,120243.81,52000,1853643,1583499
"795",6674533,91033.32,113460.95,52000,1852634,1559104
"796",6674541,96811.3,110681.39,52000,1852634,1595882
"797",6674543,95571.97,111092.6,52000,1852634,1595882
"798",6674546,104228.18,106084.71,52000,1852659,1276831
"799",6674548,104151.89,108091.16,52000,1852659,1589082
"800",6674551,107762.85,105878.03,52000,1852659,1852654
"801",6674817,106570.99,54813.234,54000,1372518,1584240
"802",6674818,106754.09,56673.465,54000,1372508,1559104
"803",6674823,106916.33,56034.15,54040,1593111,1372508
"804",6674824,106219.7,56215.746,53960,1372518,1584240
"805",6674830,107230.03,54869.703,54440,1584240,1372508
"806",6674831,106621.09,54249.152,54440,1372518,1584240
"807",6674832,105369.766,56025.54,54000,1852750,1339663
"808",6674834,107271.57,56557.93,54000,1852757,1303054
"809",6675032,29659.682,93877.57,53960,1592834,1852506
"810",6675033,29909.465,94188.08,53960,1592834,1852506
"811",6675034,37875.707,98600.45,54000,1852518,1547886
"812",6675085,36416.617,98266.84,54120,1852518,1694438
"813",6675090,35961.137,98053.08,54320,1852518,1694438
"814",6675096,34470.086,96933.91,54840,1852518,1694438
"815",6675126,39176.707,99661.34,53640,1852518,1547886
"816",6675127,39391.08,99788.66,53640,1852518,1547886
